Item,ctx_n_words,exp_ver,adj_cond,noun_cond,adj,noun,lemma_adj,lemma_noun,constr_preadj,constr_postadj,gpt_logp_adj,freq_adj,pld20_adj,concr_adj,freq_noun,pld20_noun,concr_noun,p_preadj,p_postadj,DKL
164,9,3,low,low,sliding,door,slide,door,0.375,0.958333333333333,-7.82275,191,1.8,4.48,14895,1.35,4.81,0.145833333333333,0.958333333333333,1.17478142601433
164,9,4,low,top,sliding,wall,slide,wall,0.375,0.958333333333333,-7.82275,191,1.8,4.48,3605,1,4.86,0.375,0,1.17478142601433
165,21,1,low,low,bulging,muscles,bulging,muscle,0.862745098039216,0.692307692307692,-11.366,40,1.85,,385,2.15,4.5,0,0.692307692307692,2.00375056852285
165,21,2,low,top,bulging,scars,bulge,scar,0.862745098039216,0.692307692307692,-11.366,40,1.85,3.92,224,1.1,4.74,0.862745098039216,0.192307692307692,2.00375056852285
165,21,3,top,low,gruesome,muscles,gruesome,muscle,0.862745098039216,0.931818181818182,-8.81204,104,3.4,2.72,385,2.15,4.5,0,0,0.0426355966986603
165,21,4,top,top,gruesome,scars,gruesome,scar,0.862745098039216,0.931818181818182,-8.81204,104,3.4,2.72,224,1.1,4.74,0.862745098039216,0.931818181818182,0.0426355966986603
167,6,1,top,top,Confederate,army,Confederate,army,0.333333333333333,0.744186046511628,-8.84773,95,3.5,,4370,1.7,4.7,0.333333333333333,0.744186046511628,0.344511205475333
167,6,2,low,low,terrorist,group,terrorist,group,0.333333333333333,0.611111111111111,-8.92035,617,2.75,3.64,3762,1.8,4.12,0.0833333333333333,0.611111111111111,1.12465229633454
167,6,3,low,top,terrorist,army,terrorist,army,0.333333333333333,0.611111111111111,-8.92035,617,2.75,3.64,4370,1.7,4.7,0.333333333333333,0,1.12465229633454
167,6,4,top,low,Confederate,group,Confederate,group,0.333333333333333,0.744186046511628,-8.84773,95,3.5,,3762,1.8,4.12,0.0833333333333333,0,0.344511205475333
172,10,1,top,top,decadent,dessert,decadent,dessert,0.385964912280702,0.6,-12.31539,60,2.5,2.21,715,2.05,4.93,0.385964912280702,0.6,0.366995969718238
172,10,2,low,low,blueberry,pie,blueberry,pie,0.385964912280702,0.678571428571429,-9.53344,131,3.05,4.96,1466,1,4.92,0.087719298245614,0.678571428571429,1.22450590482827
172,10,3,low,top,blueberry,dessert,blueberry,dessert,0.385964912280702,0.678571428571429,-9.53344,131,3.05,4.96,715,2.05,4.93,0.385964912280702,0,1.22450590482827
172,10,4,top,low,decadent,pie,decadent,pie,0.385964912280702,0.6,-12.31539,60,2.5,2.21,1466,1,4.92,0.087719298245614,0.0222222222222222,0.366995969718238
173,8,1,low,low,solid,wall,solid,wall,0.431372549019608,0.528301886792453,-9.8943,998,1.8,4.42,3605,1,4.86,0.137254901960784,0.528301886792453,0.450617832072025
173,8,2,low,top,solid,tree,solid,tree,0.431372549019608,0.528301886792453,-9.8943,998,1.8,4.42,3315,1.2,5,0.431372549019608,0.132075471698113,0.450617832072025
173,8,3,top,low,hickory,wall,hickory,wall,0.431372549019608,0.807692307692308,-14.67804,69,2.8,4.34,3605,1,4.86,0.137254901960784,0,0.325260663575772
173,8,4,top,top,hickory,tree,hickory,tree,0.431372549019608,0.807692307692308,-14.67804,69,2.8,4.34,3315,1.2,5,0.431372549019608,0.807692307692308,0.325260663575772
178,9,1,top,top,fresh,lemon,fresh,lemon,0.62,0.694117647058824,-4.63215,2780,1.85,1.97,613,1.75,5,0.62,0.694117647058824,0.154006208498372
178,9,2,low,low,homemade,pie,homemade,pie,0.62,0.760869565217391,-6.16396,146,2.9,2.9,1466,1,4.92,0.08,0.760869565217391,1.32016033810598
178,9,3,low,top,homemade,lemon,homemade,lemon,0.62,0.760869565217391,-6.16396,146,2.9,2.9,613,1.75,5,0.62,0.0217391304347826,1.32016033810598
178,9,4,top,low,fresh,pie,fresh,pie,0.62,0.694117647058824,-4.63215,2780,1.85,1.97,1466,1,4.92,0.08,0.0823529411764706,0.154006208498372
179,5,1,low,low,frying,oil,frying,oil,0.189655172413793,0.551020408163265,-12.29204,142,1.7,,2095,1,4.93,0.0517241379310345,0.551020408163265,1.12768103466995
179,5,2,low,top,frying,blood,frying,blood,0.189655172413793,0.551020408163265,-12.29204,142,1.7,,9492,1.6,4.86,0.189655172413793,0,1.12768103466995
179,5,3,top,low,dried,oil,dry,oil,0.189655172413793,0.511111111111111,-5.32563,258,1.65,3.77,2095,1,4.93,0.0517241379310345,0,0.367162728521266
179,5,4,top,top,dried,blood,dry,blood,0.189655172413793,0.511111111111111,-5.32563,258,1.65,3.77,9492,1.6,4.86,0.189655172413793,0.511111111111111,0.367162728521266
180,7,1,top,top,interior,wall,interior,wall,0.833333333333333,0.931034482758621,-8.30791,267,2.35,3.59,3605,1,4.86,0.833333333333333,0.931034482758621,0.119933464395842
180,7,2,low,low,title,page,title,page,0.833333333333333,0.48,-9.93916,947,1.75,3.32,1912,1.05,4.9,0.0833333333333333,0.48,0.961169191543238
180,7,3,low,top,title,wall,title,wall,0.833333333333333,0.48,-9.93916,947,1.75,3.32,3605,1,4.86,0.833333333333333,0.06,0.961169191543238
180,7,4,top,low,interior,page,interior,page,0.833333333333333,0.931034482758621,-8.30791,267,2.35,3.59,1912,1.05,4.9,0.0833333333333333,0,0.119933464395842
181,7,1,low,low,ugly,shoes,ugly,shoe,0.270833333333333,0.418181818181818,-7.90235,2150,2,3.23,3782,1.5,4.97,0,0.418181818181818,1.29723179445019
181,7,2,low,top,ugly,heels,ugly,heel,0.270833333333333,0.418181818181818,-7.90235,2150,2,3.23,510,1.55,4.86,0.270833333333333,0,1.29723179445019
181,7,3,top,low,high,shoes,high,shoe,0.270833333333333,0.979591836734694,-3.06645,9945,1.65,3.46,3782,1.5,4.97,0,0.0204081632653061,0.76591960785647
181,7,4,top,top,high,heels,high,heel,0.270833333333333,0.979591836734694,-3.06645,9945,1.65,3.46,510,1.55,4.86,0.270833333333333,0.979591836734694,0.76591960785647
183,11,1,low,top,civil,gun,civil,gun,0.379310344827586,0.9375,-11.335518,813,1.95,2.07,10873,1,4.83,0.379310344827586,0,1.20203297244577
183,11,2,top,low,loaded,lawsuit,load,lawsuit,0.379310344827586,0.923076923076923,-6.34957,948,1.75,3.63,311,3.05,2.94,0.137931034482759,0,0.566897768288827
183,11,3,top,top,loaded,gun,load,gun,0.379310344827586,0.923076923076923,-6.34957,948,1.75,3.63,10873,1,4.83,0.379310344827586,0.923076923076923,0.566897768288827
183,11,4,low,low,civil,lawsuit,civil,lawsuit,0.379310344827586,0.9375,-11.335518,813,1.95,2.07,311,3.05,2.94,0.137931034482759,0.9375,1.20203297244577
185,11,1,top,top,lazy,river,lazy,river,0.275862068965517,0.638297872340426,-10.31362,591,1.75,2.67,2829,1.3,4.89,0.275862068965517,0.638297872340426,0.416764087558217
185,11,2,low,low,shady,tree,shady,tree,0.275862068965517,0.647058823529412,-9.47549,120,1.75,2.96,3315,1.2,5,0.120689655172414,0.647058823529412,0.592822689492639
185,11,3,low,top,shady,river,shady,river,0.275862068965517,0.647058823529412,-9.47549,120,1.75,2.96,2829,1.3,4.89,0.275862068965517,0.0392156862745098,0.592822689492639
185,11,4,top,low,lazy,tree,lazy,tree,0.275862068965517,0.638297872340426,-10.31362,591,1.75,2.67,3315,1.2,5,0.120689655172414,0.0212765957446809,0.416764087558217
189,8,1,top,top,philharmonic,concert,philharmonic,concert,0.28,0.325581395348837,-16.05165,38,5.65,2.86,895,1.7,4.35,0.28,0.325581395348837,0.590720569492288
189,8,2,low,low,homecoming,dance,homecoming,dance,0.28,0.527272727272727,-9.21486,285,3.65,3.08,7550,1.4,4.32,0.02,0.527272727272727,1.10679420695821
189,8,3,low,top,homecoming,concert,homecoming,concert,0.28,0.527272727272727,-9.21486,285,3.65,3.08,895,1.7,4.35,0.28,0,1.10679420695821
189,8,4,top,low,philharmonic,dance,philharmonic,dance,0.28,0.325581395348837,-16.05165,38,5.65,2.86,7550,1.4,4.32,0.02,0.0232558139534884,0.590720569492288
191,13,1,top,top,loyal,dog,loyal,dog,0.258620689655172,0.810344827586207,-12.81142,612,1.9,1.69,9835,1,4.85,0.258620689655172,0.810344827586207,0.529018046044832
191,13,2,low,low,funny,hat,funny,hat,0.258620689655172,0.696428571428571,-7.68818,11127,1.5,2.5,3273,1,4.88,0.0689655172413793,0.696428571428571,0.966709227266442
191,13,3,low,top,funny,dog,funny,dog,0.258620689655172,0.696428571428571,-7.68818,11127,1.5,2.5,9835,1,4.85,0.258620689655172,0,0.966709227266442
191,13,4,top,low,loyal,hat,loyal,hat,0.258620689655172,0.810344827586207,-12.81142,612,1.9,1.69,3273,1,4.88,0.0689655172413793,0,0.529018046044832
194,6,1,low,top,uneven,ice,uneven,ice,0.5,0.261904761904762,-6.44533,39,2.45,3.07,4057,1.1,4.89,0.5,0,0.812577206221032
194,6,2,top,low,thin,pavement,thin,pavement,0.5,0.978723404255319,-8.26283,1029,1.25,3.83,103,2.55,4.72,0.0172413793103448,0,0.31357017121294
194,6,3,top,top,thin,ice,thin,ice,0.5,0.978723404255319,-8.26283,1029,1.25,3.83,4057,1.1,4.89,0.5,0.978723404255319,0.31357017121294
194,6,4,low,low,uneven,pavement,uneven,pavement,0.5,0.261904761904762,-6.44533,39,2.45,3.07,103,2.55,4.72,0.0172413793103448,0.261904761904762,0.812577206221032
195,13,1,top,low,booming,budget,boom,budget,0.3125,0.972972972972973,-11.57705,53,1.55,3.66,513,1.8,3.14,0.0625,0,0.439663761045237
195,13,2,top,top,booming,economy,boom,economy,0.3125,0.972972972972973,-11.57705,53,1.55,3.66,296,2.9,2.57,0.3125,0.972972972972973,0.439663761045237
195,13,3,low,low,balanced,budget,balanced,budget,0.3125,0.696428571428571,-10.76123,121,2.35,2.79,513,1.8,3.14,0.0625,0.696428571428571,0.880726650791873
195,13,4,low,top,balanced,economy,balanced,economy,0.3125,0.696428571428571,-10.76123,121,2.35,2.79,296,2.9,2.57,0.3125,0.0714285714285714,0.880726650791873
197,9,1,top,low,leather,shirt,leather,shirt,0.303571428571429,0.42,-5.28911,693,1.6,4.82,2365,1.55,4.94,0.0892857142857143,0,0.537230304462309
197,9,2,top,top,leather,couch,leather,couch,0.303571428571429,0.42,-5.28911,693,1.6,4.82,1197,1.45,4.71,0.25,0.42,0.537230304462309
197,9,3,low,low,Hawaiian,shirt,hawaiian,shirt,0.303571428571429,0.759259259259259,-13.10398,166,3.35,,2365,1.55,4.94,0.0892857142857143,0.759259259259259,0.99360072813138
197,9,4,low,top,Hawaiian,couch,hawaiian,couch,0.303571428571429,0.759259259259259,-13.10398,166,3.35,,1197,1.45,4.71,0.25,0.037037037037037,0.99360072813138
199,7,1,low,low,unregistered,gun,unregistered,gun,0.4375,0.630434782608696,-8.3476,17,4.5,2.3,10873,1,4.83,0.0833333333333333,0.630434782608696,0.827355927282817
199,7,2,low,top,unregistered,drug,unregistered,drug,0.4375,0.630434782608696,-8.3476,17,4.5,2.3,2306,1.65,4.48,0.4375,0,0.827355927282817
199,7,3,top,low,psychiatric,gun,psychiatric,gun,0.4375,0.783783783783784,-9.9828,242,3.9,2.59,10873,1,4.83,0.0833333333333333,0.027027027027027,0.24294088334943
199,7,4,top,top,psychiatric,drug,psychiatric,drug,0.4375,0.783783783783784,-9.9828,242,3.9,2.59,2306,1.65,4.48,0.4375,0.783783783783784,0.24294088334943
200,14,1,top,low,melting,forest,melting,forest,0.458333333333333,0.897959183673469,-10.97112,168,1.6,3.83,963,1.85,4.76,0.125,0,0.438737136290729
200,14,2,top,top,melting,snow,melting,snow,0.458333333333333,0.897959183673469,-10.97112,168,1.6,3.83,1599,1.35,4.85,0.458333333333333,0.897959183673469,0.438737136290729
200,14,3,low,low,pine,forest,pine,forest,0.458333333333333,0.679245283018868,-8.52443,316,1,4.37,963,1.85,4.76,0.125,0.679245283018868,1.06095974482297
200,14,4,low,top,pine,snow,pine,snow,0.458333333333333,0.679245283018868,-8.52443,316,1,4.37,1599,1.35,4.85,0.458333333333333,0,1.06095974482297
201,14,1,top,top,classical,music,classical,music,0.844827586206897,0.981481481481481,-4.73503,224,3.3,2.18,7734,2,4.31,0.844827586206897,0.981481481481481,0.0898191693331657
201,14,2,low,low,clean,clothes,clean,clothes,0.844827586206897,0.214285714285714,-10.99169,6183,1.7,3.07,5158,1.85,4.76,0,0.214285714285714,0.909902053659035
201,14,3,low,top,clean,music,clean,music,0.844827586206897,0.214285714285714,-10.99169,6183,1.7,3.07,7734,2,4.31,0.844827586206897,0.214285714285714,0.909902053659035
201,14,4,top,low,classical,clothes,classical,clothes,0.844827586206897,0.981481481481481,-4.73503,224,3.3,2.18,5158,1.85,4.76,0,0,0.0898191693331657
203,8,1,low,low,satellite,dish,satellite,dish,0.215686274509804,0.824561403508772,-6.0307,798,3.65,4.73,584,1.25,4.9,0,0.824561403508772,1.90692940771989
203,8,2,low,top,satellite,television,satellite,television,0.215686274509804,0.824561403508772,-6.0307,798,3.65,4.73,1729,3.45,4.83,0.215686274509804,0.105263157894737,1.90692940771989
203,8,3,top,low,large,dish,large,dish,0.215686274509804,0.476190476190476,-7.66074,2114,1.65,3.37,584,1.25,4.9,0,0,0.277400796654451
203,8,4,top,top,large,television,large,television,0.215686274509804,0.476190476190476,-7.66074,2114,1.65,3.37,1729,3.45,4.83,0.215686274509804,0.476190476190476,0.277400796654451
209,8,1,top,low,frozen,river,frozen,river,0.24,0.754716981132076,-9.29133,782,2.35,4.34,2829,1.3,4.89,0.16,0,0.715174613017413
209,8,2,top,top,frozen,lake,frozen,lake,0.24,0.754716981132076,-9.29133,782,2.35,4.34,1836,1,4.88,0.24,0.754716981132076,0.715174613017413
209,8,3,low,low,mighty,river,mighty,river,0.24,0.4,-10.57048,1355,1.75,2.61,2829,1.3,4.89,0.16,0.4,0.551918757563826
209,8,4,low,top,mighty,lake,mighty,lake,0.24,0.4,-10.57048,1355,1.75,2.61,1836,1,4.88,0.24,0.0181818181818182,0.551918757563826
216,6,1,top,low,smelly,hat,smelly,hat,0.26,0.51063829787234,-13.66564,211,1.8,3.07,3273,1,4.88,0.16,0,0.930761341406635
216,6,2,top,top,smelly,shoes,smelly,shoe,0.26,0.51063829787234,-13.66564,211,1.8,3.07,3782,1.5,4.97,0.22,0.51063829787234,0.930761341406635
216,6,3,low,low,hard,hat,hard,hat,0.26,0.781818181818182,-6.830287,15700,1,3.76,3273,1,4.88,0.16,0.781818181818182,0.98124329129236
216,6,4,low,top,hard,shoes,hard,shoe,0.26,0.781818181818182,-6.830287,15700,1,3.76,3782,1.5,4.97,0.22,0.0545454545454545,0.98124329129236
223,7,1,low,top,advent,picture,advent,picture,0.294117647058824,0.8,-11.56848,24,1.95,2.48,7061,2.4,4.52,0.294117647058824,0.0363636363636364,1.59894671509609
223,7,2,top,low,framed,calendar,fram,calendar,0.294117647058824,0.622222222222222,-10.16283,284,1.65,,363,2.75,4.62,0.0196078431372549,0,0.40341709914015
223,7,3,top,top,framed,picture,fram,picture,0.294117647058824,0.622222222222222,-10.16283,284,1.65,,7061,2.4,4.52,0.294117647058824,0.622222222222222,0.40341709914015
223,7,4,low,low,advent,calendar,advent,calendar,0.294117647058824,0.8,-11.56848,24,1.95,2.48,363,2.75,4.62,0.0196078431372549,0.8,1.59894671509609
224,8,1,low,top,wooded,street,wooded,street,0.362068965517241,0.34,-6.3285,17,1.8,4.46,7557,1.85,4.75,0.362068965517241,0.14,0.685851582792088
224,8,2,top,low,residential,lot,residential,lot,0.362068965517241,0.584905660377359,-3.32976,91,3.4,2.62,29066,1,3.7,0.0172413793103448,0.0566037735849057,0.364847787113971
224,8,3,top,top,residential,street,residential,street,0.362068965517241,0.584905660377359,-3.32976,91,3.4,2.62,7557,1.85,4.75,0.362068965517241,0.584905660377359,0.364847787113971
224,8,4,low,low,wooded,lot,wooded,lot,0.362068965517241,0.34,-6.3285,17,1.8,4.46,29066,1,3.7,0.0172413793103448,0.34,0.685851582792088
225,14,1,top,low,hot,soup,hot,soup,0.916666666666667,0.955555555555556,-3.160542,9682,1,4.31,1285,1.4,4.72,0.0208333333333333,0.0222222222222222,0.0241789464271933
225,14,2,top,top,hot,coffee,hot,coffee,0.916666666666667,0.955555555555556,-3.160542,9682,1,4.31,7371,2,4.81,0.916666666666667,0.955555555555556,0.0241789464271933
225,14,3,low,low,hearty,soup,hearty,soup,0.916666666666667,0.745454545454546,-12.7107,99,1.85,2.55,1285,1.4,4.72,0.0208333333333333,0.745454545454546,1.69343781381528
225,14,4,low,top,hearty,coffee,hearty,coffee,0.916666666666667,0.745454545454546,-12.7107,99,1.85,2.55,7371,2,4.81,0.916666666666667,0.218181818181818,1.69343781381528
229,7,1,low,top,unpleasant,flood,unpleasant,flood,0.5,0.48,-12.87944,311,3.7,1.91,291,1.75,4.62,0.5,0,1.79615992460314
229,7,2,top,low,massive,smell,massive,smell,0.5,0.456521739130435,-2.65858,508,2.15,3.21,4240,1.45,3.7,0.02,0,0.132493008585356
229,7,3,top,top,massive,flood,massive,flood,0.5,0.456521739130435,-2.65858,508,2.15,3.21,291,1.75,4.62,0.5,0.456521739130435,0.132493008585356
229,7,4,low,low,unpleasant,smell,unpleasant,smell,0.5,0.48,-12.87944,311,3.7,1.91,4240,1.45,3.7,0.02,0.48,1.79615992460314
233,6,1,low,top,revolving,window,revolving,window,0.375,0.934782608695652,-9.85852,51,2.25,3.54,4386,1.95,4.86,0.375,0.0217391304347826,0.793811422080228
233,6,2,top,low,glass,door,glass,door,0.375,0.617021276595745,-7.18324,3096,1.75,4.82,14895,1.35,4.81,0.208333333333333,0.148936170212766,0.251576930806526
233,6,3,top,top,glass,window,glass,window,0.375,0.617021276595745,-7.18324,3096,1.75,4.82,4386,1.95,4.86,0.375,0.617021276595745,0.251576930806526
233,6,4,low,low,revolving,door,revolving,door,0.375,0.934782608695652,-9.85852,51,2.25,3.54,14895,1.35,4.81,0.208333333333333,0.934782608695652,0.793811422080228
234,12,1,top,low,tall,path,tall,path,0.411764705882353,0.625,-8.40883,1649,1,3.36,1252,1.1,4.41,0.0196078431372549,0,0.609113844996538
234,12,2,top,top,tall,hill,tall,hill,0.411764705882353,0.625,-8.40883,1649,1,3.36,1915,1,4.93,0.235294117647059,0.625,0.609113844996538
234,12,3,low,low,narrow,path,narrow,path,0.411764705882353,0.5,-4.75361,358,1.65,3.04,1252,1.1,4.41,0.0196078431372549,0.5,0.8793430614897
234,12,4,low,top,narrow,hill,narrow,hill,0.411764705882353,0.5,-4.75361,358,1.65,3.04,1915,1,4.93,0.235294117647059,0.0217391304347826,0.8793430614897
235,6,1,top,top,dairy,cows,dairy,cow,0.2,0.803921568627451,-8.69482,142,1.7,4.45,480,1,4.96,0.2,0.803921568627451,0.817082535136239
235,6,2,low,low,poor,family,poor,family,0.2,0.474747474747475,-6.94292,6583,1.3,2.7,18067,2,4.23,0.16,0.474747474747475,0.512732370178167
235,6,3,low,top,poor,cows,poor,cow,0.2,0.474747474747475,-6.94292,6583,1.3,2.7,480,1,4.96,0.2,0.0202020202020202,0.512732370178167
235,6,4,top,low,dairy,family,dairy,family,0.2,0.803921568627451,-8.69482,142,1.7,4.45,18067,2,4.23,0.16,0,0.817082535136239
237,12,1,top,low,snotty,balloon,snotty,balloon,0.9375,0.981481481481481,-16.14116,65,1.8,2.39,442,2.1,4.92,0.0208333333333333,0,0.0277605022480929
237,12,2,top,top,snotty,nose,snotty,nose,0.9375,0.981481481481481,-16.14116,65,1.8,2.39,3557,1,4.89,0.9375,0.981481481481481,0.0277605022480929
237,12,3,low,low,inflated,balloon,inflate,balloon,0.9375,0.636363636363636,-12.46505,26,2.2,3.34,442,2.1,4.92,0.0208333333333333,0.340909090909091,0.484431681529278
237,12,4,low,top,inflated,nose,inflate,nose,0.9375,0.636363636363636,-12.46505,26,2.2,3.34,3557,1,4.89,0.9375,0.636363636363636,0.484431681529278
240,6,1,top,top,bearded,chin,bearded,chin,0.741379310344828,0.954545454545455,-10.89483,65,1.9,4.62,647,1,4.89,0.741379310344828,0.954545454545455,0.142707304054506
240,6,2,low,low,outstretched,arm,outstretched,arm,0.741379310344828,0.48,-8.22551,20,4.65,3.3,3336,1,4.96,0.120689655172414,0.48,0.564061234201295
240,6,3,low,top,outstretched,chin,outstretched,chin,0.741379310344828,0.48,-8.22551,20,4.65,3.3,647,1,4.89,0.741379310344828,0.3,0.564061234201295
240,6,4,top,low,bearded,arm,bearded,arm,0.741379310344828,0.954545454545455,-10.89483,65,1.9,4.62,3336,1,4.96,0.120689655172414,0,0.142707304054506
241,6,1,top,top,kiddie,pool,kid,pool,0.344827586206897,0.938775510204082,-9.94941,68,1.95,4.56,2396,1.1,4.77,0.344827586206897,0.938775510204082,0.475782148856542
241,6,2,low,low,brick,wall,brick,wall,0.344827586206897,0.91304347826087,-6.7475,519,1.4,4.83,3605,1,4.86,0.103448275862069,0.91304347826087,1.18844077254843
241,6,3,low,top,brick,pool,brick,pool,0.344827586206897,0.91304347826087,-6.7475,519,1.4,4.83,2396,1.1,4.77,0.344827586206897,0,1.18844077254843
241,6,4,top,low,kiddie,wall,kid,wall,0.344827586206897,0.938775510204082,-9.94941,68,1.95,4.56,3605,1,4.86,0.103448275862069,0,0.475782148856542
242,8,1,top,top,diseased,rats,disease,rat,0.482758620689655,0.468085106382979,-10.20108,58,2.4,3.45,848,1,4.85,0.482758620689655,0.468085106382979,0.384949168007151
242,8,2,low,low,stray,cat,stray,cat,0.482758620689655,0.404761904761905,-8.09312,272,1.55,2.76,3383,1,4.86,0,0.404761904761905,0.947737558412325
242,8,3,low,top,stray,rats,stray,rat,0.482758620689655,0.404761904761905,-8.09312,272,1.55,2.76,848,1,4.85,0.482758620689655,0.19047619047619,0.947737558412325
242,8,4,top,low,diseased,cat,disease,cat,0.482758620689655,0.468085106382979,-10.20108,58,2.4,3.45,3383,1,4.86,0,0.0212765957446809,0.384949168007151
246,14,1,top,top,thick,blanket,thick,blanket,0.948275862068965,0.933333333333333,-8.981196,713,1.6,4,662,1.9,5,0.948275862068965,0.933333333333333,0.0315236591516531
246,14,2,low,low,knitted,sweater,knit,sweater,0.948275862068965,0.64,-11.79882,33,1.9,4.41,704,1.75,4.78,0,0.18,0.395839867649472
246,14,3,low,top,knitted,blanket,knit,blanket,0.948275862068965,0.64,-11.79882,33,1.9,4.41,662,1.9,5,0.948275862068965,0.64,0.395839867649472
246,14,4,top,low,thick,sweater,thick,sweater,0.948275862068965,0.933333333333333,-8.981196,713,1.6,4,704,1.75,4.78,0,0,0.0315236591516531
248,6,1,top,top,breast,milk,breast,milk,0.88,1,-5.28842,457,1.8,4.89,2169,1.2,4.92,0.88,1,0.0418532859032571
248,6,2,low,low,broccoli,soup,broccoli,soup,0.88,0.5,-8.65001,116,3.65,4.87,1285,1.4,4.72,0.02,0.5,1.38290842660304
248,6,3,low,top,broccoli,milk,broccoli,milk,0.88,0.5,-8.65001,116,3.65,4.87,2169,1.2,4.92,0.88,0,1.38290842660304
248,6,4,top,low,breast,soup,breast,soup,0.88,1,-5.28842,457,1.8,4.89,1285,1.4,4.72,0.02,0,0.0418532859032571
250,10,1,top,low,library,gift,library,gift,0.208333333333333,0.886363636363636,-8.04976,1170,2.9,4.8,3290,1.5,4.56,0.0208333333333333,0,0.672747183466837
250,10,2,top,top,library,book,library,book,0.208333333333333,0.886363636363636,-8.04976,1170,2.9,4.8,9026,1,4.9,0.208333333333333,0.886363636363636,0.672747183466837
250,10,3,low,low,generous,gift,generous,gift,0.208333333333333,0.439024390243902,-11.45336,852,2.75,2.25,3290,1.5,4.56,0.0208333333333333,0.439024390243902,0.972211386465765
250,10,4,low,top,generous,book,generous,book,0.208333333333333,0.439024390243902,-11.45336,852,2.75,2.25,9026,1,4.9,0.208333333333333,0,0.972211386465765
251,10,1,top,low,corporate,party,corporate,party,0.3,0.604166666666667,-10.76927,521,2.8,2.27,11890,1.3,3.89,0.06,0.0208333333333333,0.317694297434899
251,10,2,top,top,corporate,meeting,corporate,meeting,0.3,0.604166666666667,-10.76927,521,2.8,2.27,6752,1.85,3.31,0.3,0.604166666666667,0.317694297434899
251,10,3,low,low,birthday,party,birthday,party,0.3,0.904761904761905,-10.05291,4958,3.4,3.2,11890,1.3,3.89,0.06,0.904761904761905,1.26317215354906
251,10,4,low,top,birthday,meeting,birthday,meeting,0.3,0.904761904761905,-10.05291,4958,3.4,3.2,6752,1.85,3.31,0.3,0,1.26317215354906
253,8,1,low,low,slimy,worm,slimy,worm,0.823529411764706,0.636363636363636,-9.02462,159,1.85,3.26,516,1.45,4.9,0.0196078431372549,0.272727272727273,0.329472473649831
253,8,2,low,top,slimy,fish,slimy,fish,0.823529411764706,0.636363636363636,-9.02462,159,1.85,3.26,4258,1.5,5,0.823529411764706,0.636363636363636,0.329472473649831
253,8,3,top,low,floppy,worm,floppy,worm,0.823529411764706,0.87037037037037,-11.8302,58,1.95,3.81,516,1.45,4.9,0.0196078431372549,0.037037037037037,0.0606087628838275
253,8,4,top,top,floppy,fish,floppy,fish,0.823529411764706,0.87037037037037,-11.8302,58,1.95,3.81,4258,1.5,5,0.823529411764706,0.87037037037037,0.0606087628838275
260,19,1,top,top,post,office,post,office,0.189655172413793,0.818181818181818,-6.875847,1654,1,4.3,10399,2.45,4.93,0.137931034482759,0.818181818181818,0.748262091053562
260,19,2,low,low,retail,store,retail,store,0.189655172413793,0.810344827586207,-10.86484,118,1.85,2.92,4178,1.1,4.5,0.0172413793103448,0.810344827586207,1.71785320450351
260,19,3,low,top,retail,office,retail,office,0.189655172413793,0.810344827586207,-10.86484,118,1.85,2.92,10399,2.45,4.93,0.137931034482759,0,1.71785320450351
260,19,4,top,low,post,store,post,store,0.189655172413793,0.818181818181818,-6.875847,1654,1,4.3,4178,1.1,4.5,0.0172413793103448,0,0.748262091053562
262,11,1,top,low,soccer,athletes,soccer,athlete,0.0689655172413793,0.854166666666667,-7.90134,640,2,4.76,157,2.8,4.3,0.0517241379310345,0,0.915511465290202
262,11,2,top,top,soccer,players,soccer,player,0.0689655172413793,0.854166666666667,-7.90134,640,2,4.76,875,1.75,4.15,0.0689655172413793,0.854166666666667,0.915511465290202
262,11,3,low,low,collegiate,athletes,collegiate,athlete,0.0689655172413793,0.533333333333333,-9.25374,25,3.8,3.32,157,2.8,4.3,0.0517241379310345,0.533333333333333,0.594693291569405
262,11,4,low,top,collegiate,players,collegiate,player,0.0689655172413793,0.533333333333333,-9.25374,25,3.8,3.32,875,1.75,4.15,0.0689655172413793,0.155555555555556,0.594693291569405
263,18,1,low,low,tea,party,tea,party,0.416666666666667,0.729166666666667,-9.12676,2990,1,4.69,11890,1.3,3.89,0.0208333333333333,0.729166666666667,1.43186560620151
263,18,2,low,top,tea,movie,tea,movie,0.416666666666667,0.729166666666667,-9.12676,2990,1,4.69,6271,1.85,4.59,0.416666666666667,0,1.43186560620151
263,18,3,top,low,scary,party,scary,party,0.416666666666667,0.81578947368421,-11.97305,1336,1.65,3,11890,1.3,3.89,0.0208333333333333,0,0.323708716088459
263,18,4,top,top,scary,movie,scary,movie,0.416666666666667,0.81578947368421,-11.97305,1336,1.65,3,6271,1.85,4.59,0.416666666666667,0.81578947368421,0.323708716088459
265,6,1,top,low,onion,parade,onion,parade,0.32,0.755102040816326,-11.11138,216,1.85,4.86,657,1.8,4.54,0.06,0,0.411472599409623
265,6,2,top,top,onion,festival,onion,festival,0.32,0.755102040816326,-11.11138,216,1.85,4.86,505,3.05,4.33,0.32,0.755102040816326,0.411472599409623
265,6,3,low,low,military,parade,military,parade,0.32,0.589285714285714,-8.51516,2103,2.7,4,657,1.8,4.54,0.06,0.589285714285714,0.909359979264819
