Item,ctx_n_words,exp_ver,adj_cond,noun_cond,adj,noun,lemma_adj,lemma_noun,constr_preadj,constr_postadj,gpt_logp_adj,freq_adj,pld20_adj,concr_adj,freq_noun,pld20_noun,concr_noun,p_preadj,p_postadj,DKL
363,9,2,top,top,oriental,rug,oriental,rug,0.291666666666667,0.923076923076923,-12.14059,133,2.75,3.5,531,1,4.79,0.291666666666667,0.923076923076923,0.393474279801133
363,9,3,low,low,power,cord,power,cord,0.291666666666667,0.8,-7.52964,7600,1.5,2.04,358,1,4.63,0.0625,0.8,1.26968212249062
363,9,4,low,top,power,rug,power,rug,0.291666666666667,0.8,-7.52964,7600,1.5,2.04,531,1,4.79,0.291666666666667,0,1.26968212249062
366,11,1,top,low,heavy,city,heavy,city,0.549019607843137,0.56140350877193,-6.68806,2412,1.9,3.37,8624,1.85,4.79,0.0588235294117647,0,0.260533650381498
366,11,2,top,top,heavy,rain,heavy,rain,0.549019607843137,0.56140350877193,-6.68806,2412,1.9,3.37,2494,1,4.97,0.549019607843137,0.56140350877193,0.260533650381498
366,11,3,low,low,big,city,big,city,0.549019607843137,0.618181818181818,-6.71285,34824,1,3.66,8624,1.85,4.79,0.0588235294117647,0.618181818181818,1.28600566621597
366,11,4,low,top,big,rain,big,rain,0.549019607843137,0.618181818181818,-6.71285,34824,1,3.66,2494,1,4.97,0.549019607843137,0,1.28600566621597
367,12,1,low,low,ultraviolet,light,ultraviolet,light,0.411764705882353,0.634146341463415,-10.29627,32,5,3.22,8425,1.2,4.21,0.333333333333333,0.634146341463415,0.828097355440202
367,12,2,low,top,ultraviolet,stove,ultraviolet,stove,0.411764705882353,0.634146341463415,-10.29627,32,5,3.22,387,1.5,4.96,0.411764705882353,0,0.828097355440202
367,12,3,top,low,cooking,light,cooking,light,0.411764705882353,0.576271186440678,-7.87656,1307,1.6,4.19,8425,1.2,4.21,0.333333333333333,0.0169491525423729,0.396648182756283
367,12,4,top,top,cooking,stove,cooking,stove,0.411764705882353,0.576271186440678,-7.87656,1307,1.6,4.19,387,1.5,4.96,0.411764705882353,0.576271186440678,0.396648182756283
368,7,1,low,low,intimidating,father,intimidating,father,0.823529411764706,0.333333333333333,-14.08106,70,3.35,2.21,28279,1.55,4.52,0.0196078431372549,0.333333333333333,1.25726531038789
368,7,2,low,top,intimidating,room,intimidating,room,0.823529411764706,0.333333333333333,-14.08106,70,3.35,2.21,22415,1.1,4.79,0.823529411764706,0.0476190476190476,1.25726531038789
368,7,3,top,low,own,father,own,father,0.823529411764706,0.862745098039216,-4.36706,23419,1.4,1.96,28279,1.55,4.52,0.0196078431372549,0,0.0434754605399052
368,7,4,top,top,own,room,own,room,0.823529411764706,0.862745098039216,-4.36706,23419,1.4,1.96,22415,1.1,4.79,0.823529411764706,0.862745098039216,0.0434754605399052
370,9,1,low,top,topographical,ring,topographical,ring,0.275862068965517,0.897959183673469,-13.70891,4,4.35,3.15,4730,1,4.81,0.241379310344828,0,1.50501746762449
370,9,2,top,low,brass,map,brass,map,0.275862068965517,0.472727272727273,-8.22115,618,1.45,4.7,1623,1,4.93,0.0344827586206897,0,0.318659007984981
370,9,3,top,top,brass,ring,brass,ring,0.275862068965517,0.472727272727273,-8.22115,618,1.45,4.7,4730,1,4.81,0.241379310344828,0.472727272727273,0.318659007984981
370,9,4,low,low,topographical,map,topographical,map,0.275862068965517,0.897959183673469,-13.70891,4,4.35,3.15,1623,1,4.93,0.0344827586206897,0.897959183673469,1.50501746762449
